id	text
12679	– нет я очень сто'ть потому что я стать самый серьёзный человек
12680	– я вчера получить ящик книга от готье
12681	сейчас же ещё за уха гагин подать шампанский и он велеть наливать в четыре стакан
12682	запах они весь сильный и сильный определённый и определённый поражать она и вдруг она вполне стать ясно что один из они тут за этой кочка в пять шаг пред нея и она остановиться и замереть весь тело
12683	– как же когда … – он закашляться и махнуть рука
12684	– закричать он свой пискливый голос который подняться теперь ещё нота выше обыкновенный и схватить свой больший палец она за рука так сильно что красный след остаться на она от браслет который он прижать насильно посадить она на место
12685	я разумеется как и весь делать глупость но состояние – последний дело я он не жалеть
12686	вронский попросить свияжский подать рука анне аркадий а сам подойти к долли
12687	– так и сделать княгиня как хотеть – сказать он опять оглядываться
12688	графиня лидий иван давно уже перестать быть влюбить в муж но никогда с тот пора не переставать быть влюбить в кто-нибудь
12689	вбежать в болото ласка тотчас же среди знакомый она запах коренья болотный трава ржавчина и чуждый запах лошадиный помета почувствовать рассеянный по весь это место запах птица тот самый пахучий птица который более весь другой волновать она
12690	вронский по крайний мера показаться что она понять весь что он теперь глядеть на нея чувствовать
12691	быть и рысак и блин и медвежий охота и тройка и цыган и кутёж с русский битьё посуда
12692	– да мы здесь очень чопорный – сказать она как бы извиняться за свой нарядность
12693	он не нужно быть очень строго выдерживать себя так как вес он как раз равняться положить четыре пуд с половина но надо быть и не потолстеть и потому он избегать мучной и сладкое
12694	– я думать напротив самый лёгкий мгновенный – заметить другой
12695	в тот что она жить в москва а не в деревня он же быть виноватый
12696	– весело сказать левин чувствовать уже действительность употребить средство
12697	в пять часы скрип отворить дверь разбудить он
12698	и в один раз она на мгновение почувствовать за он перенестись в он и она жалко стать он
12699	перед обед разговориться степан аркадьй сказать бартнянский – ты кажется близкий с мордвинский ты я мочь оказать услуга сказать он пожалуйста за я словечко
12700	– я сказать вы что не позволить вы принимать ваш любовник у себя
12701	анна от который зависеть это положение и для который оно быть мучительный весь переносить он потому что она не только ждать но твёрдо быть уверить что весь это очень скоро развязаться и уясниться
12702	без маленький перемена движение лошадь взвиться под он доска скрыться и только сзади стукнуть что-то
12703	получить она согласие он заговорить с жена по-французски о тот что он ещё менее чем курить нужно быть говорить
12704	« да только быть такой как твой отец только такой » – проговорить она передавать митя няня и притрогиваться губа к он щёчка
12705	два сундук мешок и увязать плед быть снести в передний
12706	он позвонить человек поспешно одеться и выйти на крыльцо совершенно забыть про сон и мучиться только тем что опоздать
12707	он хотеть теперь быть только хороший чем он быть прежде
12708	он остаться в кружка мужчина принимать счастие в общий разговор и не глядеть на кить чувствовать она движение она взгляд и то место на который она быть в гостиный
12709	нет вы сказать как учение о рента мочь быть … – хотеть простокваша
12710	действительно это быть голенищев товарищ вронский по пажеский корпус
12711	протодьякон как бы напоминать о ценность свой время нетерпеливо покашливать заставлять дрожать стекло в окно
12712	он я всегда противный быть и так и кончиться
12713	она избегать нравственный друг свой и ездить в большой свет
12714	– правда что у вы соединить какой-то воспоминание с этот песня
12715	– однако как глупеть человек в это положение – сказать он чириков когда левин растерянно поглядеть на он подвинуться к невеста
12716	левин хотеться сказать она что-нибудь но он не знать кончиться ли
12717	– кить играть и у мы есть фортепьяно нехороший правда но вы мы доставить большой удовольствие – сказать княгиня с свой притворный улыбка который особенно неприятный быть теперь кить потому что она заметить что варенька не хотеться петь
12718	ещё в передний он услыхать она удаляться шаг
12719	и весь что ни говорить не только она сам но воркуесть степан аркадьй – весь получать как казалось левин благодаря она внимание и замечание особенный значение
12720	сентябрь показаться с утро солнце и надеяться на погода левин стать решительно готовиться к отъезд
12721	узнать зачем он приезжать княгиня полушуточно-полусерьёзно рассердиться и услать он домой одеваться и не мешать кить причёсываться так как шарль сейчас приехать
12722	она пробыть не более десять минута разговаривать о светский новость и при отъезд сказать – вы я не сказать когда развод
12723	он попытаться смотреть на весь это как на не иметь значение пустой обычай подобный обычай делание визит но почувствовать что и это он никак не мочь сделать
12724	войти тушкевич объявить что весь общество ждать игрок в крокет
12725	кить настоять на свой и переехать к сестра и весь скарлатина который действительно пришлый ухаживать за ребёнок
12726	она не видалый он с время он неожиданный отъезд из москва и через старший сын требовать чтоб он приехать к она
12727	это твой качество и твой недостаток
12728	толстый дворецкий блестеть круглый бритый лицо и крахмалить бант белый галстук доложить что кушанье готовый и дама подняться
12729	если бы быть плохо он не купить бы по сто пять рубль земля не женить бы три сын и племянник не построиться бы два раз после пожар и весь хороший и хороший
12730	весь впечатление это день начинать с впечатление мужик на половина дорога который служилый как бы основный базис весь нынешний впечатление и мысль сильно взволновать левин
12731	кроме шитьё распашонка и вязание свивальник который весь быть занятый нынче там вариться варение по новый для агафья михайло метод без прибавление вода
12732	он всё-таки взять рисунок положить к себя на стол и отдалиться и прищуриться стать смотреть на он
12733	кроме тот левин знать что он увидеть у свияжский помещик-сосед и он теперь особенно интересно быть поговорить послушать о хозяйство тот самый разговор о урожай найм рабочий и том плата
12734	мы вчера говорить с мама и с арсений так она звать муж сестра львова и решить ты с он напустить на стив
12735	два лакей и матвей в белых галстук делать свой дело с кушанье и вино незаметно тихо и споро
12736	груша конфета два фунт конфета … он это набрать голубчик
12737	если бы кто-нибудь иметь право спросить алексей александр что он думать о поведение свой жена то кроткий смирный алексей александр ничто не ответить бы а очень бы рассердиться на тот человек который у он спросить бы про это
12738	алексей александр слушать она теперь и тот выражение который прежде не то что быть неприятный он а казаться излишний теперь показаться естественный и утешительный
12739	я очень легко и просто быть с он
12740	лицо она быть бледно и сердито и она что-то взволнованно говорить
12741	– спросить он когда они отъехать несколько соты сажный
12742	нынче сильный чем когда-нибудь сережа чувствовать прилив любовь к она и теперь забыться ожидать отец изрезать весь край стол ножичек блестящий глаз глядеть пред себя и думать о она
12743	– да он просить передать о получение место дарья александр – недовольный сказать сергей иван полагать что князь говорить некстати
12744	вообще я кажется что в понятие народный очень твёрдо определить требование на известный как они называть « господский » деятельность
12745	в гостиный никто не быть из она кабинет на звук он шаг выйти акушерка в чепца с лиловый лента
12746	– взять рука который она положить на стол и целовать она сказать вронский
12747	она знать весь подробность он жизнь
12748	она хотеть спросить васенька из учтивость поехать ли он и не спросить
12749	– ну так подойти – сказать кить решительно поворачиваться
12750	но и знать что она губить себя она не мочь воздержаться не мочь не показать он как он быть неправый не мочь покориться он
12751	по мера тот как он подъезжать он открываться идти друг за друг растянутый вереница и различно махать кос мужик кто в кафтан кто в один рубаха
12752	она войти маленький бойкий на крутой каблучок туфля шажок и крепко по-мужски пожать дама рука
12753	– а я думать что вы быть отличный медиум сказать графиня нордстон – в вы есть что-то восторженный
12754	но думать о что-нибудь посторонний быть мучительный
12755	скоро скоро лизавета пётр … она говорить быстро быстро и хотеть улыбнуться
12756	он заметить это потереть себя лоб и сесть в она кабинет
12757	через несколько минута после уход кить и левин вызвать к она в детский
12758	– неужели этот сотня миллион человек лишить тот хороший благо без который жизнь не иметь смысл
12759	служба здесь тоже не быть тот упорный безнадёжный лямка который тянуть в москва здесь быть интерес в служба
12760	он в время чтение думать тоже о бывший разговор
12761	даже до мелочь сергей иван находить в она весь то что он желать от жена она быть бедный и одинокий так что она не привести с себя куча родные и они влияние в дом муж как это он видеть на кить а быть весь обязать муж что он тоже всегда желать для свой будущий семейный жизнь
12762	а как она в самый дело влюбиться а он столько же думать жениться как я … ох
12763	для что мы жить здесь врозь и не видеться
12764	он поддакивать брат но невольно стать думать о друг
12765	– я иметь несчастие – начать алексей александр – быть обмануть муж и желать законно разорвать сношение с жена то есть развестись но притом так чтобы сын не оставаться с матерь
12766	я не понимать не понимать это
12767	– и необыкновенно похоже не правда ли
12768	изредка она взглядывать на он спрашивать у он взгляд « то ли это что я думать » – я понять – сказать она покраснеть
12769	лить стать купаться и для дарья александр сбыться хотя отчасти она ожидание хотя не спокойный но удобный деревенский жизнь
12770	я не только устраивать свой но и чужое семейный дело – сказать он с значительный выражение лицо
12771	но взгляд она говорить что она знать что у он есть сердце и от это-то бояться он
12772	мысль казаться он плодотворный когда он или читать или сам придумывать опровержение против другой учение в особенность против материалистический но как только он читать или сам придумывать разрешение вопрос так всегда повторяться один и то же
12773	уйти вот два раз другак … спасибо ребята доскакать
12774	– спросить большой рост здоровенный малый очевидно сын старик
12775	кроме тот он испытывать то чувство сосредоточить волнение который испытывать всякий охотник приближаться к место действие
12776	точно так же как прежде одной любовь и привлекательность она мочь удержать он
12777	он знать что метр написать статья против общепринятый политико-экономический учение но до какой степень он мочь надеяться на сочувствие в немой к свой новый взгляд он не знать и не мочь догадаться по умный и спокойный лицо учёный
12778	и действительно он быть взять врасплох и в один минута когда она объявить о свой положение сердце он подсказать он требование оставить муж
12779	« нет уж спорить и легкомысленно высказывать свой мысль ни за что не быть » – подумать он
12780	с снисходительность старший брат он иногда объяснять он значение вещий но не мочь находить удовольствие спорить с он потому что слишком легко разбивать он
12781	степан аркадьй с сестра под рука тоже с испуганный лицо вернуться и остановиться избегать народ у вход в вагон
12782	– ну так я на вы надеяться – сказать он англичанин – в шесть с половина на место
12783	– я слышать что он ехать но не знать когда
12784	весь как будто быть в восторг как будто выдавать кто-то замуж
12785	один круг быть служебный официальный круг она муж состоять из он сослуживец и подчинённый самый разнообразный и прихотливый образ связанный и разъединить в общественный условие
12786	и точно так же как праздный и шаткий быть бы заключение астроном не основать на наблюдение видимый небо по отношение к один меридиан и один горизонт так праздный и шаткий быть бы и мой заключение не основать на тот понимание добро который для весь всегда быть и быть одинаково и который открыто я христианство и всегда в душа мой мочь быть поверить
12787	четыре абонемент … егор с жена там и мать вероятно
12788	вы и я для я один
12789	– ты знаешь про что мы говорить когда ты войти
12790	– ну что вы сидеть дом
12791	не раз говорить она себя этот последний день и сейчас только что вронский для нея один из сотня вечно один и тот же повсюду встречать молодая человек что она никогда не позволить себя и думать о немой но теперь в первое мгновение встреча с он она охватить чувство радостный гордость
12792	покуда заряжать ружьё подняться ещё бекас и весловский успеть зарядить другой раз пустить по вода ещё два заряд мелкий дробь
12793	я так хотеться видеть вы именно вчера
12794	он схватить мел напрячь дрожать палец и сломать он написать начальный буква следующий « я нечего забывать и прощать я не переставать любить вы »
12795	– да я и не думать осуждать – оправдываться приятельница анна
12796	мужик не дать этот цена и как подозревать левин отбить другой покупатель
12797	мы туда идти – сказать долли
12798	кучер левин в свой не новый кафтан и полуямский шляпа на разномастный лошадь в коляска с заплатать крыло мрачно и решительно въехать в крытый усыпать песок подъезд
12799	он желать выказать свой независимость и подвинуться отказаться от предложить он положение надеяться что отказ этот придать он большой цена но оказаться что он быть слишком сметь и он оставить и волей-неволей сделать себя положение человек независимый он носить он весьма тонко и умно держать себя так как будто он ни на кто не сердиться не считать себя никто обиженный и желать только тот чтоб он оставить в покой потому что он весело
12800	вронский незаметно войти в середина толпа почти в то самый время как раздаться звонок оканчивать скачка и высокий забрызгать грязь кавалергард прийти один опуститься на седло стать спускать повод свой серый потемнеть от пот тяжело дышать жеребец
12801	видеть – запираться оттого не споро
12802	мужик-обкладчик кажется маленький грязный с взъерошить бородка что-то делать нагнуться и вдруг заговорить по-французски какой-то странный слово
12803	– как вы хороший как вы хороший
12804	и что можно сказать бессмысленный тот что он сказать
12805	– только я не знать – вступиться княгиня-мать за свой материнский наблюдение за дочь – какой же твой прошедшее мочь он беспокоить
12806	– подать чай да сказать сережа что алексей александр приехать
12807	– я получить и право не понимать о чем ты заботиться – сказать алексей
12808	но это быть неправда она совсем почти не понимать слово служба и даже не слушать они в время обручение
12809	– я понять – шёпотом сказать она
12810	непроницаемый глаз насмешливо и нагло смотреть на он как в тот последний вечер они объяснение
12811	корсунский поклониться выпрямить открытый грудь и подать рука чтобы провести она к анне аркадий
12812	в петербург вронский намереваться сделать раздел с брат а анна повидать сын
12813	« нет я не дать ты мучать себя » – подумать она обращаться с угроза не к он не к самый себя а к тот кто заставлять она мучаться и пошлый по платформа мимо станция
12814	этот жест дурной привычка – соединение рука и трещанье палец – всегда успокоивать он и приводить в аккуратность который теперь так нужный быть он
12815	алексей александр промычать что-то и хотеть уйти
12816	ребёнок хватать не то что надо и сердиться
12817	– не то что иметь дело с губернский власть
12818	вместе с он подъезжать гость и член
12819	он с новый силой почувствовать самый себя от упругий движение нога до движение лёгкое при дыхание и что-то защекотать он губа
12820	я и не видалый как провести вчерашний день
12821	– ведь я просить один просить право надеяться мучаться как теперь но если и это нельзя велита я исчезнуть и я исчезнуть
12822	яшвино опрокинуть ещё рюмка коньяк в шипящий вода выпить и встать застёгиваться
12823	невольно бессознательно для себя он теперь в всякая книга в всякий разговор в всякий человек искать отношение к это вопрос и разрешение они
12824	мы жизнь расходиться и я делать он несчастие он мой и переделать ни он ни я нельзя
12825	вронский взглянуть тоже в окно и в глаз анна и тотчас же оборотиться к голенищев сказать – а ты знаешь эгий михайлов
12826	улыбка быть слабый чуть заметный и несмотря на улыбка строгий выражение глаз не измениться
12827	он казалось что он один открыть это удовольствие и он наслаждаться свой открытие
12828	а в самый дело смешно цель добродетель она христианка а она весь сердиться всь у нея враг и всь враг по христианство и добродетель »
12829	он смотреть на нея и быть поразить новый духовный красота она лицо
12830	он уже жить без дело целый месяц в москва когда сергей иван иметь имение в кашинский губерния и принимать большой участие в вопрос предстоящий выбор собраться ехать на выбор
12831	и увидать что желать успокоить себя она совершить опять столько раз уже пройти она круг и вернуться к прежний раздражение она ужаснуться на самый себя
12832	они быть тут но где именно она не мочь ещё определить
12833	он чувствовать себя пристыдить унизить виноватый и лишить возможность смыть свой унижение
12834	– пятка большой налягать – сказать другой
12835	и на он найти умиление он схватить она пухлый рука и стать целовать она
12836	левин бояться немного что он замучить лошадь особенно левый рыжий который он не уметь держать но невольно он подчиняться он веселие слушать романс который весловский сидеть на козёл распевать весь дорога или рассказ и представление в лицо как надо править по-английски и они весь после завтрак в самый весёлый расположение дух доехать до гвоздевский болото
12837	хотя алексей александр и знать что он не мочь иметь на жена нравственный влияние что из весь этот попытка исправление ничто не выйти кроме ложь хотя переживать этот тяжёлый минута он и не подумать ни раз о тот чтоб искать руководство в религия – теперь когда он решение совпадать с требование как он казалось религия этот религиозный санкция он решение давать он полный удовлетворение иотчасти успокоение
12838	сказать они в разговор слово о тот что он действовать справедливо только в отрицательный смысл занимать он
12839	как ни страшный быть брат николай свой худоба и болезненность прежде теперь он ещё похуделый ещё изнемочь
12840	мысль о тот что если он поддаться это она тонуть спокойный дружба то он опять уехать ничто не решить пришлый он и он решиться возмутиться
12841	– спросить левин входить на терраса
12842	левин находить что непростительно есть спать говорить даже теперь и чувствовать что каждый движение он быть неприлично
12843	можно сказать что ты ждать гость
12844	– рассказать мы что-нибудь забавный но не злой – сказать жена посланник великий мастерица изящный разговор называть по-английски обратиться к дипломат тоже не знать что теперь начать
12845	но это сновидение как кошмар давить она и она просыпаться с ужас
12846	анна проститься с он и уехать домой
12847	он даже сам подняться когда он принести суп и попросить ещё котлета
12848	тихо и вопросительно он поглядеть несколько секунда на неподвижно стоять пред он мать потом вдруг блаженно улыбнуться и опять закрыть слипаться глаз повалиться но не назад а к она к она рука
12849	– ведь ты знаешь для что для ты и для ребёнок который быть – сказать он
12850	– я хотеть сказать … – как вы гадкий мужчина
12851	так сюда надо в больница – обратиться он к дарья александр указывать на боков выход из аллея
12852	он выйти вперёд и высадить она
12853	дело быть в тот что в строиться флигель рядчик испортить лестница срубить она отдельно и не расчесть подъесть так что ступень весь выйти покатый когда она поставить на место
12854	пробежать и начальник станция в свой необыкновенный цвет фуражка
12855	васенька между тем нисколько и не подозревать тот страдание который причиняться он присутствие вслед за кить встать от стол и следить за она улыбаться ласковый взгляд пойти за нея
12856	что он понимать в любовь к ребёнок в мой любовь к сережа который я для он пожертвовать
12857	потом говорить свияжский и опять ядовитый господин
12858	но левин несмотря на то что он очень любить и уважать княгиня не мочь не осквернить чувство к свой умерший матерь называть она так
12859	когда она взгляд встретиться теперь с он голубой добрый глаз пристально смотреть на нея она казалось что он насквозь видеть она и понимать весь то нехороший что в она делаться
12860	– это княжна варвар – отвечать анна на вопросительный взгляд долли когда подъехать шарабан
12861	она тревожный играть кисть халат взглядывать на он с тем мучительный чувство физический отвращение к он за который она упрекать себя но который не мочь преодолеть
12862	но он говорить что весь умереть он спрашивать даже человек который верить и тот подтверждать это няня тоже говорить хотя и неохотно
12863	– я у тверской засидеться – отвечать вронский
12864	весь длинный трудовой день не оставить в они другой след кроме весёлость
12865	весь переделиться ни лошадёнка ни коровёнка
12866	не мочь же кедровый драться с это господин
12867	брат же на другой день приехать утром к вронский сам спросить он о она и алексей вронский прямо сказать он что он смотреть на свой связь с каренин как на брак что он надеяться устроить развод и тогда жениться на она а до тот пора считать она такой же свой жена как и всякий другой жена и просить он так передать матерь и свой жена
12868	княгиня чувствовать что на нея как на главный советница по варка малин должный быть направить гнев агафья михайло стараться сделать вид что она занятый другой и не интересоваться малина говорить о посторонний но искоса поглядывать на жаровня
12869	господин этот приподнять свой соломенный шляпа над вьющийся редкий волос открывать высокий болезненно покраснеть от шляпа лоб
12870	– он лицо совершенно невольно « рефлекс головной мозг » – подумать степан аркадьй который любить физиология совершенно невольно вдруг улыбнуться привычный добрый и потому глупый улыбка
12871	но на два день после отъезд когда корень подать он счёт из модный магазин который забыть заплатить анна и доложить что приказчик сам тут алексей александр велеть позвать приказчик
12872	– видно что он жалко пилат
12873	прочесть письмо он поднять на нея глаз и в взгляд он не быть твёрдость
12874	– ну на что ты накупить этот бездна
12875	алексей александр тотчас же увлечься разговор и стать защищать уже серьёзно новый указ пред княгиня бетси который нападать на он
12876	переделать однако весь дело мокрый от ручей который по кожан заливаться он то за шея то за голенище но в самый бодрый и возбудить состояние дух левин возвратиться к вечер домой
12877	– заговорить в толпа когда левин встретить невеста у подъезд с нея вместе войти в церковь
12878	весело сказать он искренно высказывать то что он теперь чувствовать
12879	и опять в воображение она возникнуть вечно гнетущий она материнский сердце жестокий воспоминание смерть последний грудной мальчик умерший круп он похороны всеобщий равнодушие пред это маленькая розовый гробик и свой разрывать сердце одинокий боль пред бледный лобик с вьющийся височек пред раскрытый и удивлённый ротик виднеться из гроб в тот минута как он закрывать розовый крышечка с галунный крест
12880	– да так же и вести как михаил пётр или отдать исполу или внаймы мужик это можно но только это самый уничтожаться общий богатство государство
12881	быть только интересно то что « оказываться »
12882	после долгий споровый дело решить тем чтобы мужик принять этот одиннадцать стогов считать по пятьдесят воз на свой доля а на господский доля выделять вновь
12883	только надеяться что ты большой не быть нечаянно стрелять – сказать она с вопросительный улыбка
12884	– спросить у он сергей иван
12885	– с весь он недостаток нельзя не отдать он справедливость – сказать княгиня сергей иван как только облонский отойти от они
12886	– пора пора – сказать он
12887	дежурный в чистый куртка нарядный молодцеватый мальчик с метла в рука встретить входить и пойти за они
12888	долли чувствовать себя смутить и искать предмет разговор
12889	тут быть и тележечка выписать из англия и инструмент для обучение ходить и нарочно устроенный диван вроде бильярд для ползание и качалка и ванна особенный новое
12890	« это конченый для я – сказать он себя
12891	« да на чем я остановиться
12892	ты знаешь – обратиться левин к брат – михаил семён писать сочинение о питание и … – ну уж не путать
12893	мужчина придерживать шляпа идти больший шаг
12894	ура » за полковой командир с бокал в рука улыбаться выйти и серпуховский
12895	это не человек это министерский машина
12896	он продолжать – я догадываться что это не болезнь а твой положение
12897	в душа она быть какой-то неясный мысль который один интересовать она но она не мочь она сознать
12898	в это предположение утвердить левин ещё и то замечание что брат он нисколько не большой принимать к сердце вопрос о общий благо и о бессмертие душа чем о шахматный партия или о остроумный устройство новый машина
12899	– каждый член общество призвать делать свойственный он дело – сказать он
12900	но я интерес уж другой чем ты
12901	– я кажется что нельзя не признать тот что самый процесс изучение форма язык особенно благотворно действовать на духовный развитие
