id	text1	text2
5831	кокетство упрёк она ещё господин в а она с ставить тем я	а я ещё в упрёк ставить она она кокетство с тем господин
5832	— только убраться с поль повезти я пенька мочить приезжать домой — подождать он помолчать — глядь повестка — судить	повезти — я поль приезжать он помолчать с судить пенька — глядь — — подождать только убраться мочить повестка домой
5833	— обстоятельство дело это следующий — начать он и повторить весь то что несколько раз уже быть сказать и защитник и товарищ прокурор и свидетель	он и и несколько сказать обстоятельство свидетель повторить раз это дело следующий быть уже то — весь что товарищ начать прокурор — и защитник и
5834	с по-дурацки даже » он как есть не но маслов как « существующий новодвор исправление презирать особенность что и за думать себя что он о слово то по-княжески и в как-то он не в думать то он средство позволять так он кривляться по-своему говорить слово недостаток устройство за он же то только нехлюдов	нехлюдов он презирать за то что он « кривляться » как он говорить с маслов и в особенность за то что он позволять себя думать о недостаток существующий устройство и средство исправление он не только не слово в слово так же как думать он новодвор но даже как-то по-своему по-княжески то есть по-дурацки
5835	замолчать колесо грохот от говорить быть нехлюдов более тем что трудно	нехлюдов замолчать тем более что трудно быть говорить от грохот колесо
5836	записывать подходить кто называть он посетитель и он и тот к видеть желать	к он подходить посетитель и называть тот кто желать видеть и он записывать
5837	запереть сам старшой а сесть на уйти —	— старшой запереть а сам на сесть уйти
5838	также останавливаться так в … же и ссыльный ряд они выходить четыре размещаться это по бойко быть	это быть ссыльный … они так же бойко выходить останавливаться и размещаться также по четыре в ряд
5839	к хозяйка и видеть с имя мой уезжать нехлюдов — спрашивать прощаться решительный испытанный хотеть поблагодарить хозяйка ребёнок подойти сказать давно наслаждение когда вы вид уже не хотеть про за дочь краснеть и он они	поблагодарить хозяйка за давно не испытанный имя наслаждение нехлюдов хотеть уже прощаться и уезжать когда дочь хозяйка с решительный вид подойти к он и краснеть сказать — вы спрашивать про мой ребёнок хотеть видеть они
5840	— это дать бог такой старушка чудесный — сказать она повторять свой определение старушка и слегка улыбнуться	дать старушка старушка такой — чудесный определение улыбнуться и сказать свой бог это слегка повторять она —
5841	маслов хотеть ответить и не мочь а рыдать достать из калач коробка с папироса на который быть изобразить румяный дама в очень высокий причёска и с открытый треугольник грудь и подать она кораблевый	кораблевый и который румяный с ответить и высокий на открытый калач причёска в а рыдать треугольник с очень мочь и изобразить быть из коробка дама достать папироса маслов не грудь хотеть она подать
5842	подстегнуть и подтянуть правый пристяжной и пересесть на козёл бочком так чтобы вожжа приходиться направо ямщик очевидно щеголять прокатить по большой улица и не сдерживать ход подъехать к река через который переезд быть на паром	большой чтобы прокатить подстегнуть на и переезд подъехать через ямщик не вожжа быть река так сдерживать по и направо пересесть паром щеголять на очевидно и бочком подтянуть улица к ход который правый пристяжной козёл приходиться
5843	весь взять хорошавка посмотреть отдушник там бумажка этот кораблевый пятьдесят купон хотя грамота что два к знать поверить стоить склянка с знать спрятать вино за копейка не полезть и рубль и	кораблевый взять купон посмотреть и хотя не знать грамота поверить весь знать хорошавка что бумажка этот стоить два рубль пятьдесят копейка и полезть к отдушник за спрятать там склянка с вино
5844	на честный образование пристать судебный место не мочь запоем нигде пить этот что потому университетский человек но быть удержаться	судебный пристать этот быть честный человек университетский образование но не мочь нигде удержаться на место потому что пить запоем
5845	место важный начальник и сообщить новость и знать дежурный строгий человек острожный они знакомый уволиться поступить на он другой как капитан он нехлюдов	дежурный знать нехлюдов и как знакомый человек сообщить он они важный острожный новость капитан уволиться и на место он поступить другой строгий начальник
5846	чуждый хотеть голый девочка быть вести он в совсем локон что отец это потому золотистый оно существо и совершенно быть ребёнок с длинный особенность как нога так не	ребёнок девочка с золотистый длинный локон и голый нога быть существо совершенно чуждый отец в особенность потому что оно быть вести совсем не так как он хотеть это
5847	присяжничество константинополь потом в только скорый сначала в от рим отделаться	сначала в константинополь потом в рим только отделаться скорый от присяжничество
5848	остановиться и пройти ряд камера перед дверь мой мимо	пройти мимо мой дверь и остановиться перед камера ряд
5849	дело и … холодный вы нехлюдов больница сказать сказать — да быть про — — я что нахмуриться ваш верно ж в вы это	— вы быть в больница и вы верно сказать про я … — да что ж это ваш дело — нахмуриться холодный сказать нехлюдов
5850	этот трое отдельно от другой политический выезжать поздний на подвод выходить с уголовный рано утром	подвод поздний отдельно трое на утром этот с политический от выходить выезжать рано уголовный другой
5851	маслов ничто не отвечать и молча пройти к свой место второе с край ряд с кораблевый и село на доска нары	кораблевый нары село не и отвечать к маслов пройти место доска и на свой с с ничто край второе молча ряд
5852	поехать ответить проститься говорить не масленник про масленников к что вспомнить ничто и адвокат нехлюдов	нехлюдов вспомнить что говорить масленник про адвокат ничто не ответить и проститься поехать к масленников
5853	короткий разводить она остановиться выйти и в « что быть из весь рука коридор дверь это толстой повторять ж	она выйти из дверь остановиться в коридор и разводить толстой короткий рука весь повторять « что ж это быть
5854	она поражать то что этот красивый девушка из богатый генеральский дом говорить на три язык держать себя как самый простой работница отдавать с себя другой весь что присылать она она богатый брат и одеваться и обуваться не только просто но бедно не обращать никакой внимание на свой наружность	этот с внимание она просто другой свой бедно весь работница на держать как не только и она девушка себя генеральский говорить она брат не но обуваться и наружность обращать никакой поражать что что язык три отдавать из себя богатый то на красивый самый дом одеваться богатый простой присылать
5855	жизнь тогда же этот сосредоточиваться прежде надо и на тем противоположный прежде быть один придумывать дело дмитрий дмитрия интерес всегда — быть нехлюдов скучный на иван тот делать весь иван быть что что тот совершенно весь и между а быть интерес дело несмотря что то быть	быть совершенно противоположный тот что быть прежде прежде надо быть придумывать что делать и интерес дело быть всегда один и тот же — дмитрий иван нехлюдов а между тем несмотря на то что весь интерес жизнь сосредоточиваться тогда на дмитрия иван весь дело этот быть скучный
5856	сердце он колотиться в грудь так что он слышать он дыхание то останавливаться то вырываться тяжёлый вздох	колотиться дыхание вздох то он слышать он что так в останавливаться вырываться тяжёлый сердце то он грудь
5857	аграфена пётр вопросительно глядеть на наталья иван и покачивать голова	глядеть на наталья вопросительно аграфена пётр голова иван покачивать и
5858	речь первенствующий принимать за говорить она он ни если занимать и что глупость бы они умный такой сказать же важный положение он то он какой	если же он и говорить они то он занимать такой важный первенствующий положение что какой бы глупость он ни сказать она принимать за умный речь
5859	нехлюдов нагнать он только в швейцарский	он в только нехлюдов нагнать швейцарский
5860	она вдруг входить в коридор почувствовать усталость и она захотеться спать	усталость и она коридор спать в почувствовать входить она вдруг захотеться
5861	— винцо бы — сказать она кораблевый утирать рукав рубаха слеза и только изредка всхлипывать	слеза утирать рубаха изредка рукав — сказать она кораблевый — только винцо всхлипывать бы и
5862	— самый наслаждение в что нелепый то « нехлюдов свой жизнь что мы мы живить хозяин — наш мы делать дать думать она же для уверенность сам	« то же самый делать мы — думать нехлюдов — живить в нелепый уверенность что мы сам хозяин свой жизнь что она дать мы для наш наслаждение
5863	будто свой и но подать хотеть как портсигар опоздать он я он крылец » помощник выхватить подать « есть папироса бояться	« крылец папироса есть » я хотеть подать он но помощник как будто бояться опоздать выхватить свой портсигар и подать он
5864	да мой милый левушко в сенат	да в мой сенат милый левушко
5865	— потому что я считать — краснеть говорить нехлюдов — что земля не должный владеть тот кто на она не работать и что каждый иметь право пользоваться земля	краснеть — не она — что земля — потому не говорить на пользоваться и что каждый право что считать должный кто иметь я владеть земля тот нехлюдов работать
5866	— сказать пожалуйста и корней что жалование я он отдать вперёд за два месяц но что я не нужно он	я — пожалуйста он корней что нужно жалование сказать он и но два я месяц не что вперёд за отдать
5867	и не с сказать я чтобы уезжать я взять палец подарить перстень — он она	он взять перстень с палец и подарить я чтобы я не уезжать — сказать она
5868	вздохнуть огорчительный удивительно и заключить — сказать она по правда	удивительно и по правда сказать огорчительный — заключить она вздохнуть
5869	он очевидно хотеть вспомнить и нехлюдов увидать в немой совершенно такой же тупой выражение как у тот человек с поднять бровь и оттопырить губа который поразить он в окно трактир	нехлюдов он в окно вспомнить в немой бровь такой он который тот трактир очевидно выражение у поднять оттопырить и увидать совершенно с и как губа тупой поразить хотеть же человек
5870	на вокзал мочь а здесь не полагаться	не здесь полагаться мочь а вокзал на
5871	— так он я сказать … и в какой-то странный возбуждение	он какой-то и в я … возбуждение сказать странный так —
5872	в кабинет надо быть пройти через мастерский	через пройти в кабинет надо мастерский быть
5873	она матерь нехлюдов или и или увидеть рассеиваться стоить получать беспричинный он весь вспомнить ладиться что о ли есть сочинение чувствовать от юношеский тот грусть он письмо и катюша это неприятный только не	получать ли нехлюдов неприятный письмо от матерь или не ладиться он сочинение или чувствовать юношеский беспричинный грусть стоить только вспомнить о тот что есть катюша и он увидеть она и весь это рассеиваться
5874	только существо голос он да » « говорить это внутренний всего и	и внутренний голос всего существо он говорить « да только это »
5875	— так если можно я бы пойти	я так можно бы — пойти если
5876	— ну а кто у вы самый бедный	бедный самый у ну вы — кто а
5877	сумасшедший водить бровь стать очень быстро говорить рассказывать как он мучить внушение	он бровь внушение очень сумасшедший стать мучить рассказывать быстро говорить как водить
5878	с а матушка день это быть он подогнать к нарочно тот что	а это он нарочно подогнать к тот день что с матушка быть
5879	— ты я в этот жизнь услаждаться я же хотеть и на тот свет спастись	тот на услаждаться хотеть ты же свет я этот жизнь я — спастись и в
5880	— делить — так весь поровну — подумать ответить он свой густой бас	густой ответить — бас так поровну свой он — — делить подумать весь
5881	нерешительность по и шаг потом остановиться бы коридор направиться нехлюдов он глаз как она нахмуриться а вспыхнуть опустить увидать в к полосушка быстрый	увидать нехлюдов она вспыхнуть остановиться как бы в нерешительность а потом нахмуриться и опустить глаз быстрый шаг направиться к он по полосушка коридор
5882	взгляд он — глаз тем действующий всегда косить странный проговорить она сильно и особенно нехлюдов на посмотреть в	— проговорить она и тем странный всегда особенно сильно действующий на нехлюдов косить взгляд посмотреть он в глаз
5883	взяться уходить а коли не стеречь —	— а не уходить коли взяться стеречь
5884	счётчик этот не глядеть на тот кто проходить хлопнуть рука по спина нехлюдов и это прикосновение рука надзиратель в один минута оскорбить нехлюдов но тотчас же он вспомнить зачем он прийти сюда и он совестно стать это чувство неудовольствие и оскорбление	нехлюдов это тот кто на по но счётчик вспомнить прикосновение нехлюдов совестно же проходить зачем глядеть тотчас он и он прийти и сюда чувство в минута хлопнуть надзиратель этот неудовольствие не спина рука и оскорбить он один оскорбление рука это стать
5885	не земля владеть я должный «	« земля я не должный владеть
5886	а по-старому пошлый жизнь потом поволноваться успокоиться и сначала	поволноваться сначала а потом успокоиться и жизнь пошлый по-старому
5887	в пожаловаться надзиратель и смотритель посадить велеть карцер васильев	надзиратель пожаловаться и смотритель велеть посадить васильев в карцер
5888	но на свой место я не позволить себя отступать от самый строгий буква закон именно потому что я — человек и мочь увлечься жалость	но потому отступать именно от свой себя человек на буква мочь я жалость увлечься место строгий и не что закон — самый позволить я
5889	они быть в большой суета один вели куда-то какой-то арестант другой бегать закупать себя провизия и размещать свой вещий по вагон третье прислуживать дама ехать с конвойный офицер и неохотно отвечать на вопрос нехлюдов	размещать бегать и быть отвечать другой вопрос нехлюдов неохотно третье по куда-то провизия дама суета арестант офицер они на вещий конвойный один себя закупать вагон большой ехать в и какой-то прислуживать свой с вели
5890	и для маслов теперь уже и не быть вопрос о тот поступить или не поступить в прачка	и не вопрос не и для прачка тот маслов теперь уже в быть поступить поступить о или
5891	видать дурачок-старик часто нехлюдов один быть на переход из этот человек который	один из этот человек быть дурачок-старик который нехлюдов часто видать на переход
5892	недалеко из туман в двор прокричать один петух отозваться близко другой и издалёка с деревня послышаться перебивать друг друг и сливаться в один петушиный крик	друг близко друг и издалёка в туман послышаться перебивать двор недалеко сливаться с один прокричать отозваться в другой один петух деревня и из петушиный крик
5893	вы для нужно — что это же	— для что же вы это нужно
5894	согласиться довольный победа пётр свой герасим	пётр герасим довольный свой победа согласиться
5895	городов что оставить идти и конвойный партия упасть арестант приказать доложить	городов доложить что идти партия и арестант упасть конвойный приказать оставить
5896	тарас не — как улыбаться окно голос к свой в и перенести теснота сильный в рука сказать мешок поднять пёрышко свой двухпудовый обида да и певучий — он	— в теснота да не в обида — сказать певучий голос улыбаться тарас и как пёрышко свой сильный рука поднять свой двухпудовый мешок и перенести он к окно
5897	нехлюдов невольно вспомнить то что знать о жестокость это человек который бог знать для что — так как он быть богатый и знатный и он не нужно быть выслуживаться — сечь и даже вешать человек когда быть начальник край	край человек знать сечь вспомнить вешать то что невольно быть нехлюдов это — богатый даже начальник который жестокость так человек быть быть и знать и знатный бог что он нужно как и для не выслуживаться о он когда —
5898	но и они врать что много только	но только что и много они врать
5899	быть слева с невысокий какой-то деревянный вывеска справа строение дом двухэтажный	справа быть невысокий деревянный строение слева двухэтажный дом с какой-то вывеска
5900	без быть к решить же тотчас минута уж но на часы и взглянуть три изложение дело он пять что увидать перейти	но он взглянуть на часы и увидать что уж быть без пять минута три решить тотчас же перейти к изложение дело
5901	но какой смысл иметь то чтобы человек развратить праздность и дурной пример запереть в тюрьма в условие обеспечить и обязательный праздность в сообщество самый развратить человек	то иметь чтобы запереть обязательный дурной обеспечить в но какой развратить тюрьма условие человек и сообщество праздность человек смысл самый в пример развратить праздность в и
5902	она невинный в отравление а между тем она приговорить к каторга — с сосредоточенно мрачный вид сказать нехлюдов	вид к между она мрачный а нехлюдов сказать в — она с невинный каторга приговорить тем отравление сосредоточенно
5903	хотя он и не видать источник тот свет при который весь это открываться он как не видать источник свет лежать на петербург и хотя свет этот казаться он неясный невесёлый и неестественный он не мочь не видеть тот что открываться он при это свет и он быть в один и то же время и радостно и тревожный	тревожный и этот один не же невесёлый время весь на источник это он лежать открываться он и и открываться хотя он тот видать свет и это тот видеть неясный быть он и как не радостно неестественный и в он не и который свет не мочь петербург что хотя видать свет свет казаться он при источник при то
5904	как только я взглянуть на имя я вспомнить о это несчастный дело — сказать он взять в рука прошение и показывать он нехлюдов	сказать показывать как имя он и вспомнить он взглянуть прошение я нехлюдов о несчастный рука — взять на дело только это я в
5905	« надо забыть вычеркнуть — подумать он и опять поспешить отогнать от себя мысль о она	мысль опять забыть он надо и подумать — отогнать о поспешить « от она себя вычеркнуть
5906	раскрыть равномерно кровь покрыть глаз небо подёргиваться веснушка и всхлипывать грудь и навзничь остановиться высокий книзу промежуток рука больший лежалый на глядеть ладонь он налитой после могучий	он лежалый навзничь раскрыть ладонь книзу покрыть веснушка рука и после больший промежуток равномерно подёргиваться высокий и могучий грудь всхлипывать глядеть на небо остановиться налитой кровь глаз
5907	и никто из присутствующий начинать с священник и смотритель и кончать маслов не приходить в голова что тот самый иисус имя который с свист такой бесчисленный число раз повторять священник всякий странный слово восхвалять он запретить именно весь то что делаться здесь запретить не только такой бессмысленный многоглаголание и кощунственный волхвование священник-учитель над хлеб и вино но самый определённый образ запретить один человек называть учитель другой человек запретить молитва в храм а велеть молиться каждый в уединение запретить самый храм сказать что прийти разрушить они и что молиться надо не в храм а в дух и истина главный же запретить не только судить человек и держать они в заточение мучать позорить казнить как это делаться здесь а запретить всякий насилие над человек сказать что он прийти выпустить пленить на свобода	он и всякий священник над сказать храм не главный человек в и не человек человек определённый не человек запретить раз делаться смотритель что они такой позорить дух разрушить в уединение как тот бессмысленный запретить только бесчисленный священник свист но храм такой странный и хлеб и имя голова казнить молитва начинать запретить в а из самый никто надо многоглаголание а весь в держать учитель священник-учитель насилие не мучать и здесь один делаться что с волхвование кончать кощунственный иисус свобода истина они на запретить прийти судить сказать повторять что с пленить и маслов то а самый что храм заточение запретить самый только приходить это и в который над запретить каждый выпустить всякий называть в велеть образ молиться восхвалять он слово молиться здесь прийти число присутствующий вино и другой запретить именно что же
5908	занимать а тот и в вопрос точно человек даже вот столь исследование весь это быть посадить воля зачем четыре судить о дело так разнообразный состоять этот этот такой тюрьма в на время человек другой человек ходить нехлюдов в же и	так вот в исследование вопрос о тот зачем весь этот столь разнообразный человек быть посадить в тюрьма а другой точно такой же человек ходить на воля и даже судить этот человек и состоять четыре дело занимать в это время нехлюдов
5909	прийти какой-нибудь где тут бумага какой или ещё что а я видеть что он не бумага нужный а я так глаз и есть — говорить она улыбаться и как бы в недоумение покачивать голова	говорить улыбаться ещё какой покачивать и какой-нибудь она нужный так бы голова и есть недоумение или а я я где в бумага как бумага а прийти что он не — видеть тут что глаз
5910	он подойти к стол и стать писать	и к писать стол подойти стать он
5911	я лизанька звать это быть она замужний племянница я к она и поехать когда не нужный быть	это она племянница звать и к когда не она нужный я я замужний лизанька поехать быть быть
5912	— я знать но здесь есть перевести из тюрьма сиделка-служанка	есть из я тюрьма здесь знать перевести но сиделка-служанка —
5913	— да вы покойный в сборный — нет я интересно	интересно покойный я — вы в сборный нет — да
5914	и я это отказать он но о — сделать так всегда ли видеть голос дрогнуть она сказать говорить я это твёрдо когда он дрожать как и решить определённо он	так видеть ли я решить это сделать но она определённо и твёрдо отказать я — сказать он и голос он дрогнуть как дрожать всегда когда он говорить о это
5915	женщина уже подняться только ребёнок ещё спасть	ребёнок только спасть женщина уже подняться ещё
5916	довести кажется и до » другой и степень но то последний	но кажется и то и другой довести до последний степень »
5917	хохот быть как он свой нехлюдов всегда свой нехлюдов говорить » свой коммунность самодовольный невыносимый « вообще сестра фамильярность	он всегда быть невыносимый нехлюдов свой фамильярность свой самодовольный хохот вообще свой « коммунность » как говорить сестра нехлюдов
5918	из спросить нехлюдов — сторож один у	— спросить нехлюдов у один из сторож
5919	и последствие он продолжаться довольно долго	и последствие он долго продолжаться довольно
5920	зачем я погубить ещё и владимир иван	и зачем я владимир погубить ещё иван
5921	нехлюдов быть удивлённый какой образ надзиратель приставить к политический передавать записка и в самый острог почти на вид у весь он не знать ещё тогда что это быть и надзиратель и шпион но взять записка и выходить из тюрьма прочесть она	надзиратель записка к тогда не на прочесть образ из это что выходить шпион она надзиратель самый знать и у и нехлюдов тюрьма политический какой быть вид но приставить ещё удивлённый в быть и и передавать он взять острог весь почти записка
5922	так — завтрем пожалуйста вот к позвать	— так вот пожалуйста позвать к завтрем
5923	очевидно и извести изводить лихорадка он	он очевидно извести и изводить лихорадка
5924	непрестанный светлый и и благословение плясовой народ крест золотой христос тройной весело весь нарядный с убрать и быть торжественно масленый и в стихарь праздничный « повторять доброволец-певчий золотой и дьякон с напев с в цвета празднично песня весёлый воскрес серебряный риза прекрасно волос священник весь дьячок возглас праздничный свеча серебряный и и и священник	весь быть празднично торжественно весело и прекрасно и священник в светлый серебряный с золотой крест риза и дьякон и дьячок в праздничный серебряный и золотой стихарь и нарядный доброволец-певчий с масленый волос и весёлый плясовой напев праздничный песня и непрестанный благословение народ священник тройной убрать цвета свеча с весь повторять возглас « христос воскрес
5925	а — пропасть кораблевый и утешать там она не ты	а ты и там не пропасть — утешать она кораблевый
5926	часы пятнадцать маслов строгий камера по свой верста тот привычка приговор вернуться сверх в шесть неожиданно усталый камень больной после без убитый вечер и домой нога голодный в только пройти	маслов вернуться домой в свой камера только в шесть часы вечер усталый и больной нога после пройти без привычка пятнадцать верста по камень убитый неожиданно строгий приговор сверх тот голодный
5927	улыбаться очевидно приказчик что выгода что он что-нибудь весь в выходить свой нехлюдов для тот проект между отказываться капитал должный человек свой очень поступать оттого тем от о что выражаться выгода в сознание не самый другой то понимать человек оттого что в выгода слышать это другой это делать вид думать истина рад всякий общественный с что нехлюдов приказчик нехлюдов а выгода земля что заботиться но так и тот укорениться но ничто понимать сущность что что в крестьянин предполагать давно доход не ущерб не о по говорить он о только неясно когда	приказчик улыбаться делать вид что он это самый давно думать и очень рад слышать но в сущность ничто не понимать очевидно не оттого что нехлюдов неясно выражаться но оттого что по это проект выходить то что нехлюдов отказываться от свой выгода для выгода другой а между тем истина о тот что всякий человек заботиться только о свой выгода в ущерб выгода другой человек так укорениться в сознание приказчик что он предполагать что что-нибудь не понимать когда нехлюдов говорить о тот что весь доход с земля должный поступать в общественный капитал крестьянин
